timeStamp,elapsed,label,responseCode,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1762084820000,1129,/api/subscriptions,400,false,HTTP error,944,373,3,17,950,0,88
1762084821000,1227,/api/subscriptions,404,false,HTTP error,893,370,8,8,1070,0,71
1762084821000,916,/api/subscriptions,400,false,HTTP error,1265,309,6,14,727,0,51
1762084821000,309,/api/subscriptions,201,true,,1437,256,8,13,201,0,26
1762084822000,456,/api/subscriptions,200,true,,530,576,9,20,268,0,45
1762084822000,474,/api/subscriptions,200,true,,984,292,8,16,374,0,92
1762084822000,889,/api/subscriptions,200,true,,1333,322,4,8,627,0,112
1762084823000,952,/api/subscriptions,400,false,HTTP error,1060,620,7,6,817,0,85
1762084824000,349,/api/subscriptions,200,true,,721,592,2,18,191,0,61
1762084824000,576,/api/subscriptions,200,true,,914,649,7,18,500,0,76
1762084824000,612,/api/subscriptions,200,true,,1033,279,7,20,377,0,93
1762084825000,571,/api/subscriptions,200,true,,502,660,6,17,392,0,111
1762084825000,1017,/api/subscriptions,500,false,HTTP error,543,621,9,13,734,0,122
1762084825000,269,/api/subscriptions,200,true,,914,245,3,14,151,0,53
1762084826000,229,/api/subscriptions,200,true,,1366,591,10,9,201,0,16
1762084827000,1423,/api/subscriptions,404,false,HTTP error,1253,527,7,11,721,0,75
1762084827000,1037,/api/subscriptions,404,false,HTTP error,1111,456,5,11,828,0,96
1762084828000,483,/api/subscriptions,200,true,,1150,616,7,13,433,0,83
1762084828000,344,/api/subscriptions,200,true,,428,644,4,19,252,0,36
1762084828000,1481,/api/subscriptions,400,false,HTTP error,1008,246,8,6,1253,0,110
1762084829000,478,/api/subscriptions,201,true,,778,449,2,10,407,0,71
1762084829000,560,/api/subscriptions,201,true,,1179,419,7,12,334,0,30
1762084829000,147,/api/subscriptions,200,true,,680,178,2,10,78,0,16
1762084830000,871,/api/subscriptions,200,true,,1346,240,9,13,569,0,102
1762084830000,989,/api/subscriptions,400,false,HTTP error,880,659,3,10,607,0,139
1762084831000,587,/api/subscriptions,200,true,,449,409,9,7,509,0,33
1762084832000,235,/api/subscriptions,200,true,,984,654,3,6,196,0,14
1762084833000,388,/api/subscriptions,200,true,,1041,545,3,17,211,0,27
1762084834000,433,/api/subscriptions,201,true,,884,671,6,18,343,0,70
1762084834000,112,/api/subscriptions,200,true,,1188,491,1,15,71,0,15
1762084834000,134,/api/subscriptions,200,true,,1059,580,1,12,89,0,6
1762084835000,130,/api/subscriptions,200,true,,402,516,9,8,102,0,9
1762084836000,379,/api/subscriptions,200,true,,1296,688,2,9,310,0,49
1762084836000,545,/api/subscriptions,200,true,,459,312,8,14,425,0,85
1762084836000,519,/api/subscriptions,200,true,,1339,453,7,16,445,0,42
1762084837000,492,/api/subscriptions,200,true,,1315,641,4,18,393,0,95
1762084838000,802,/api/subscriptions,200,true,,1475,290,8,15,685,0,47
1762084838000,752,/api/subscriptions,200,true,,829,548,1,20,652,0,104
1762084839000,739,/api/subscriptions,200,true,,515,249,1,13,485,0,116
1762084839000,706,/api/subscriptions,200,true,,854,299,3,5,444,0,78
1762084840000,729,/api/subscriptions,200,true,,714,663,5,5,430,0,108
1762084840000,1453,/api/subscriptions,400,false,HTTP error,795,285,7,14,864,0,194
1762084841000,709,/api/subscriptions,200,true,,920,299,6,15,370,0,138
1762084841000,1483,/api/subscriptions,500,false,HTTP error,428,391,10,16,1085,0,231
1762084842000,280,/api/subscriptions,200,true,,562,498,3,9,183,0,53
1762084843000,712,/api/subscriptions,200,true,,795,610,3,19,360,0,61
1762084843000,1157,/api/subscriptions,400,false,HTTP error,1296,539,6,8,658,0,65
1762084843000,184,/api/subscriptions,201,true,,968,245,9,13,160,0,24
1762084844000,284,/api/subscriptions,200,true,,1005,474,7,7,159,0,15
1762084845000,1429,/api/subscriptions,400,false,HTTP error,651,302,7,11,1076,0,150
1762084845000,208,/api/subscriptions,200,true,,634,668,4,14,159,0,32
1762084845000,772,/api/subscriptions,200,true,,1313,533,6,15,650,0,124
1762084846000,145,/api/subscriptions,200,true,,907,469,7,7,100,0,16
1762084846000,1446,/api/subscriptions,400,false,HTTP error,1211,627,5,12,843,0,73
1762084847000,350,/api/subscriptions,201,true,,566,647,2,13,281,0,26
1762084848000,315,/api/subscriptions,200,true,,1255,548,2,12,202,0,54
1762084848000,413,/api/subscriptions,200,true,,1371,476,10,19,292,0,26
1762084848000,183,/api/subscriptions,201,true,,478,471,5,14,134,0,12
1762084849000,815,/api/subscriptions,200,true,,1454,168,2,8,705,0,143
1762084850000,203,/api/subscriptions,200,true,,1481,373,2,9,143,0,14
1762084851000,858,/api/subscriptions,200,true,,894,334,7,20,542,0,139
1762084852000,1103,/api/subscriptions,400,false,HTTP error,946,505,1,6,979,0,149
1762084853000,694,/api/subscriptions,201,true,,1025,695,9,19,536,0,113
1762084854000,401,/api/subscriptions,200,true,,1232,376,5,15,250,0,25
1762084855000,1006,/api/subscriptions,500,false,HTTP error,1337,492,8,19,574,0,127
1762084855000,527,/api/subscriptions,200,true,,1120,368,10,9,442,0,52
1762084855000,194,/api/subscriptions,200,true,,824,213,1,7,141,0,31
1762084856000,1043,/api/subscriptions,404,false,HTTP error,580,513,4,12,806,0,100
1762084856000,747,/api/subscriptions,200,true,,498,341,6,10,560,0,100
1762084856000,855,/api/subscriptions,400,false,HTTP error,986,377,5,11,709,0,158
1762084857000,1289,/api/subscriptions,500,false,HTTP error,549,677,10,6,942,0,75
1762084858000,261,/api/subscriptions,200,true,,639,590,5,8,136,0,19
1762084858000,923,/api/subscriptions,400,false,HTTP error,766,215,4,5,527,0,113
1762084859000,632,/api/subscriptions,200,true,,958,222,6,16,533,0,123
1762084860000,132,/api/subscriptions,200,true,,1055,463,4,17,92,0,19
1762084860000,602,/api/subscriptions,200,true,,418,307,5,5,313,0,79
1762084860000,684,/api/subscriptions,200,true,,1044,313,3,15,589,0,44
1762084861000,223,/api/subscriptions,200,true,,455,505,9,18,153,0,21
1762084861000,334,/api/subscriptions,200,true,,1305,385,4,18,175,0,18
1762084861000,677,/api/subscriptions,200,true,,655,643,10,11,448,0,125
1762084862000,1078,/api/subscriptions,400,false,HTTP error,548,168,10,10,783,0,181
1762084862000,666,/api/subscriptions,201,true,,789,408,6,12,588,0,43
1762084863000,470,/api/subscriptions,200,true,,1146,315,1,15,256,0,74
1762084863000,1087,/api/subscriptions,404,false,HTTP error,457,675,5,13,633,0,71
1762084864000,1158,/api/subscriptions,400,false,HTTP error,1294,230,6,11,738,0,178
1762084865000,231,/api/subscriptions,200,true,,1159,304,7,9,182,0,15
1762084866000,489,/api/subscriptions,200,true,,421,620,5,18,393,0,42
1762084866000,818,/api/subscriptions,200,true,,424,574,7,13,709,0,151
1762084867000,209,/api/subscriptions,201,true,,905,623,6,14,132,0,41
1762084867000,210,/api/subscriptions,200,true,,1379,379,5,10,119,0,27
1762084868000,710,/api/subscriptions,200,true,,1470,321,8,13,440,0,67
1762084868000,896,/api/subscriptions,200,true,,540,294,4,18,788,0,120
1762084869000,368,/api/subscriptions,200,true,,1025,656,3,5,309,0,55
1762084869000,593,/api/subscriptions,200,true,,450,608,4,6,355,0,43
1762084870000,1102,/api/subscriptions,400,false,HTTP error,1391,457,7,6,795,0,148
1762084871000,496,/api/subscriptions,200,true,,456,291,5,12,277,0,63
1762084871000,1087,/api/subscriptions,500,false,HTTP error,1031,392,10,5,924,0,153
1762084872000,1253,/api/subscriptions,500,false,HTTP error,521,623,4,15,648,0,144
1762084873000,804,/api/subscriptions,201,true,,1216,621,1,5,405,0,82
1762084874000,1390,/api/subscriptions,400,false,HTTP error,463,694,8,6,1162,0,214
1762084874000,277,/api/subscriptions,200,true,,1305,450,10,7,189,0,31
1762084874000,707,/api/subscriptions,200,true,,651,158,2,9,357,0,138
1762084875000,896,/api/subscriptions,500,false,HTTP error,992,656,9,17,482,0,71
1762084875000,704,/api/subscriptions,200,true,,969,658,2,15,552,0,39
1762084876000,584,/api/subscriptions,201,true,,425,617,7,16,403,0,107
1762084877000,292,/api/subscriptions,200,true,,639,500,9,11,198,0,23
1762084877000,148,/api/subscriptions,200,true,,1198,403,3,17,77,0,17
1762084877000,140,/api/subscriptions,200,true,,1119,290,3,17,93,0,14
1762084878000,1349,/api/subscriptions,500,false,HTTP error,719,168,10,18,1010,0,257
1762084878000,240,/api/subscriptions,200,true,,773,459,2,19,137,0,47
1762084879000,747,/api/subscriptions,200,true,,1470,669,8,18,453,0,39
1762084879000,144,/api/subscriptions,200,true,,1045,397,3,15,107,0,7
1762084879000,143,/api/subscriptions,200,true,,537,240,8,13,127,0,18
1762084880000,781,/api/subscriptions,200,true,,932,184,1,19,523,0,104
1762084881000,247,/api/subscriptions,200,true,,1235,694,1,15,219,0,35
1762084881000,299,/api/subscriptions,200,true,,1312,318,6,6,248,0,58
1762084881000,791,/api/subscriptions,200,true,,972,659,4,9,461,0,120
1762084882000,1122,/api/subscriptions,404,false,HTTP error,1079,159,1,15,729,0,202
1762084882000,172,/api/subscriptions,200,true,,969,219,4,16,116,0,32
1762084883000,806,/api/subscriptions,200,true,,1359,364,2,5,418,0,132
1762084883000,1469,/api/subscriptions,400,false,HTTP error,1206,694,9,16,1174,0,196
1762084883000,885,/api/subscriptions,200,true,,752,509,1,17,498,0,123
1762084884000,1479,/api/subscriptions,500,false,HTTP error,1386,303,10,12,1184,0,200
1762084885000,720,/api/subscriptions,200,true,,777,322,5,17,518,0,142
1762084885000,369,/api/subscriptions,201,true,,569,441,7,10,205,0,51
1762084886000,332,/api/subscriptions,200,true,,633,573,1,15,223,0,26
1762084886000,1093,/api/subscriptions,400,false,HTTP error,914,341,8,11,856,0,67
1762084886000,890,/api/subscriptions,400,false,HTTP error,1261,233,8,16,559,0,129
1762084887000,445,/api/subscriptions,200,true,,803,603,1,18,313,0,50
1762084887000,811,/api/subscriptions,200,true,,1093,290,10,9,642,0,78
1762084887000,206,/api/subscriptions,200,true,,557,301,7,18,180,0,36
1762084888000,157,/api/subscriptions,200,true,,1296,561,3,10,120,0,17
1762084888000,240,/api/subscriptions,200,true,,1224,220,4,5,131,0,15
1762084889000,122,/api/subscriptions,200,true,,1473,220,10,8,70,0,11
1762084889000,877,/api/subscriptions,400,false,HTTP error,1195,433,3,5,628,0,132
1762084890000,496,/api/subscriptions,200,true,,1466,618,4,6,272,0,78
1762084890000,106,/api/subscriptions,200,true,,627,463,4,9,92,0,12
1762084891000,897,/api/subscriptions,200,true,,506,395,8,15,677,0,154
1762084892000,754,/api/subscriptions,200,true,,873,287,1,9,635,0,142
1762084893000,573,/api/subscriptions,201,true,,812,152,10,6,429,0,102
1762084893000,355,/api/subscriptions,200,true,,707,342,9,12,178,0,66
1762084894000,219,/api/subscriptions,200,true,,803,207,4,10,167,0,37
1762084894000,113,/api/subscriptions,200,true,,883,647,2,11,91,0,21
1762084894000,126,/api/subscriptions,200,true,,737,422,6,20,86,0,20
1762084895000,835,/api/subscriptions,200,true,,646,673,3,10,557,0,129
1762084896000,249,/api/subscriptions,201,true,,551,474,4,9,192,0,43
1762084897000,828,/api/subscriptions,200,true,,470,700,4,18,420,0,88
1762084898000,677,/api/subscriptions,200,true,,886,441,10,5,529,0,116
1762084899000,629,/api/subscriptions,200,true,,778,295,9,14,359,0,86
1762084900000,891,/api/subscriptions,200,true,,616,453,6,14,738,0,140
1762084900000,405,/api/subscriptions,200,true,,942,497,5,6,293,0,63
1762084901000,823,/api/subscriptions,201,true,,797,455,6,14,419,0,59
1762084902000,591,/api/subscriptions,200,true,,1069,594,10,8,315,0,95
1762084902000,493,/api/subscriptions,200,true,,682,689,2,15,339,0,31
1762084903000,519,/api/subscriptions,200,true,,645,504,3,9,409,0,63
1762084903000,1466,/api/subscriptions,400,false,HTTP error,1467,626,9,18,940,0,238
1762084904000,563,/api/subscriptions,201,true,,1390,440,1,6,417,0,60
1762084904000,291,/api/subscriptions,200,true,,739,566,10,13,208,0,36
1762084905000,858,/api/subscriptions,400,false,HTTP error,687,173,9,9,691,0,71
1762084905000,1362,/api/subscriptions,400,false,HTTP error,1154,305,1,19,1119,0,223
1762084906000,348,/api/subscriptions,201,true,,612,504,1,10,286,0,59
1762084907000,1428,/api/subscriptions,400,false,HTTP error,793,372,5,10,853,0,141
1762084907000,879,/api/subscriptions,200,true,,1432,519,7,20,506,0,105
1762084908000,1005,/api/subscriptions,400,false,HTTP error,1118,424,9,16,635,0,90
1762084909000,1433,/api/subscriptions,500,false,HTTP error,1448,321,9,14,889,0,179
1762084910000,637,/api/subscriptions,201,true,,1388,454,2,18,563,0,116
1762084911000,458,/api/subscriptions,200,true,,496,274,10,5,386,0,70
1762084911000,398,/api/subscriptions,200,true,,729,615,8,16,256,0,31
1762084912000,888,/api/subscriptions,200,true,,1238,405,5,13,573,0,129
1762084912000,137,/api/subscriptions,200,true,,1233,645,8,10,70,0,14
1762084913000,806,/api/subscriptions,200,true,,951,650,1,7,607,0,97
1762084913000,691,/api/subscriptions,200,true,,1439,569,1,6,602,0,130
1762084914000,690,/api/subscriptions,200,true,,1341,472,1,7,586,0,91
1762084914000,616,/api/subscriptions,200,true,,472,605,8,19,401,0,78
1762084915000,382,/api/subscriptions,200,true,,985,433,6,10,323,0,66
1762084916000,429,/api/subscriptions,200,true,,1125,491,9,5,335,0,67
1762084916000,545,/api/subscriptions,200,true,,1104,203,2,17,376,0,85
1762084917000,840,/api/subscriptions,200,true,,896,638,2,15,531,0,114
1762084917000,530,/api/subscriptions,200,true,,796,485,5,6,391,0,45
1762084918000,717,/api/subscriptions,200,true,,1315,558,4,11,591,0,135
1762084919000,300,/api/subscriptions,200,true,,508,167,2,20,180,0,39
1762084919000,711,/api/subscriptions,201,true,,602,296,6,14,498,0,86
1762084920000,1315,/api/subscriptions,503,false,Service unavailable,864,209,5,19,1103,0,202
1762084921000,1365,/api/subscriptions,500,false,Service unavailable,1241,432,3,8,877,0,207
1762084921000,853,/api/subscriptions,503,false,Service unavailable,438,597,10,9,486,0,152
1762084921000,1478,/api/subscriptions,503,false,Service unavailable,1404,590,10,15,1237,0,74
1762084922000,1328,/api/subscriptions,504,false,Service unavailable,978,208,1,19,1055,0,84
1762084922000,1481,/api/subscriptions,504,false,Service unavailable,1443,223,8,11,1095,0,174
1762084922000,1479,/api/subscriptions,504,false,Service unavailable,1244,236,8,12,816,0,110
1762084923000,987,/api/subscriptions,504,false,Service unavailable,656,382,5,5,885,0,68
1762084923000,1492,/api/subscriptions,503,false,Service unavailable,1433,450,5,15,1159,0,239
1762084923000,1414,/api/subscriptions,500,false,Service unavailable,1029,299,1,13,1057,0,215
1762084924000,1432,/api/subscriptions,500,false,Service unavailable,983,275,4,20,878,0,218
1762084924000,1220,/api/subscriptions,503,false,Service unavailable,1328,513,6,17,703,0,188
1762084924000,1307,/api/subscriptions,503,false,Service unavailable,912,376,9,17,874,0,207
1762084925000,1375,/api/subscriptions,504,false,Service unavailable,666,472,3,11,743,0,272
1762084925000,872,/api/subscriptions,500,false,Service unavailable,574,533,4,14,441,0,136
1762084925000,1415,/api/subscriptions,504,false,Service unavailable,897,614,2,9,1162,0,78
1762084926000,878,/api/subscriptions,503,false,Service unavailable,1255,557,1,6,646,0,128
1762084926000,919,/api/subscriptions,503,false,Service unavailable,442,686,8,14,550,0,105
1762084926000,1437,/api/subscriptions,504,false,Service unavailable,1235,513,6,7,1182,0,160
1762084927000,1197,/api/subscriptions,503,false,Service unavailable,1046,199,2,10,763,0,90
1762084927000,1207,/api/subscriptions,503,false,Service unavailable,1459,220,6,14,753,0,98
1762084927000,1449,/api/subscriptions,503,false,Service unavailable,418,624,8,15,851,0,144
1762084928000,807,/api/subscriptions,500,false,Service unavailable,755,247,1,12,687,0,94
1762084928000,1368,/api/subscriptions,500,false,Service unavailable,1467,581,10,11,733,0,107
1762084929000,820,/api/subscriptions,504,false,Service unavailable,557,495,6,13,710,0,56
1762084929000,1397,/api/subscriptions,504,false,Service unavailable,1455,662,8,13,860,0,79
1762084930000,1376,/api/subscriptions,500,false,Service unavailable,796,170,3,18,1095,0,159
1762084930000,1215,/api/subscriptions,504,false,Service unavailable,1259,254,5,17,1086,0,230
1762084930000,1361,/api/subscriptions,504,false,Service unavailable,761,403,7,13,995,0,125
1762084931000,1032,/api/subscriptions,500,false,Service unavailable,820,572,4,12,673,0,141
1762084931000,1385,/api/subscriptions,504,false,Service unavailable,1349,464,7,5,756,0,275
1762084931000,962,/api/subscriptions,504,false,Service unavailable,1222,391,9,12,767,0,161
1762084932000,1068,/api/subscriptions,500,false,Service unavailable,590,203,2,12,723,0,181
1762084933000,1277,/api/subscriptions,500,false,Service unavailable,961,211,8,6,929,0,92
1762084933000,835,/api/subscriptions,503,false,Service unavailable,1294,690,6,8,632,0,156
1762084933000,1128,/api/subscriptions,503,false,Service unavailable,1245,205,7,19,582,0,144
1762084934000,1274,/api/subscriptions,503,false,Service unavailable,1423,454,4,15,1110,0,208
1762084934000,1232,/api/subscriptions,503,false,Service unavailable,410,607,4,9,627,0,136
1762084934000,1386,/api/subscriptions,504,false,Service unavailable,419,203,2,5,741,0,104
1762084935000,946,/api/subscriptions,503,false,Service unavailable,867,272,2,9,571,0,74
1762084936000,961,/api/subscriptions,503,false,Service unavailable,1103,380,5,15,824,0,64
1762084936000,1227,/api/subscriptions,504,false,Service unavailable,884,588,2,14,840,0,224
1762084937000,815,/api/subscriptions,503,false,Service unavailable,1166,354,9,10,631,0,83
1762084937000,1359,/api/subscriptions,503,false,Service unavailable,1442,286,5,18,1083,0,241
1762084937000,1439,/api/subscriptions,504,false,Service unavailable,1019,653,9,6,953,0,192
1762084938000,821,/api/subscriptions,504,false,Service unavailable,998,369,9,19,432,0,145
1762084939000,1272,/api/subscriptions,504,false,Service unavailable,1167,553,5,15,884,0,184
1762084939000,1498,/api/subscriptions,503,false,Service unavailable,814,453,2,19,935,0,264
1762084940000,1334,/api/subscriptions,500,false,Service unavailable,645,260,5,11,1140,0,235
1762084940000,1054,/api/subscriptions,500,false,Service unavailable,1410,156,4,20,686,0,155
1762084941000,1478,/api/subscriptions,504,false,Service unavailable,1408,317,5,10,1285,0,151
1762084941000,1227,/api/subscriptions,503,false,Service unavailable,498,648,1,7,793,0,118
1762084942000,926,/api/subscriptions,503,false,Service unavailable,849,202,10,18,633,0,93
1762084942000,1439,/api/subscriptions,503,false,Service unavailable,1328,288,2,6,796,0,150
1762084943000,1265,/api/subscriptions,500,false,Service unavailable,1043,375,7,17,1125,0,174
1762084944000,928,/api/subscriptions,500,false,Service unavailable,619,605,1,5,740,0,121
1762084944000,1076,/api/subscriptions,504,false,Service unavailable,1379,334,8,13,668,0,74
1762084945000,1221,/api/subscriptions,503,false,Service unavailable,1317,405,5,18,974,0,224
1762084945000,1270,/api/subscriptions,504,false,Service unavailable,666,689,9,13,946,0,171
1762084946000,924,/api/subscriptions,503,false,Service unavailable,1363,326,7,8,614,0,162
1762084946000,1217,/api/subscriptions,500,false,Service unavailable,722,375,9,7,849,0,188
1762084946000,1367,/api/subscriptions,503,false,Service unavailable,1465,321,3,17,808,0,266
1762084947000,1282,/api/subscriptions,504,false,Service unavailable,1162,598,2,18,1026,0,200
1762084947000,1175,/api/subscriptions,503,false,Service unavailable,695,217,8,10,715,0,167
1762084948000,1477,/api/subscriptions,500,false,Service unavailable,1334,210,8,8,1001,0,276
1762084949000,855,/api/subscriptions,503,false,Service unavailable,1230,390,8,10,688,0,165
1762084949000,1368,/api/subscriptions,504,false,Service unavailable,911,285,9,6,810,0,223
1762084949000,1415,/api/subscriptions,504,false,Service unavailable,895,219,3,11,1218,0,242
1762084950000,774,/api/subscriptions,200,true,,536,484,7,16,643,0,81
1762084950000,525,/api/subscriptions,200,true,,626,582,10,5,314,0,58
1762084950000,845,/api/subscriptions,200,true,,1106,151,9,15,617,0,79
1762084951000,1281,/api/subscriptions,400,false,HTTP error,656,327,7,14,688,0,167
1762084951000,885,/api/subscriptions,200,true,,432,349,6,15,730,0,65
1762084951000,1275,/api/subscriptions,500,false,HTTP error,1456,554,3,17,820,0,104
1762084952000,247,/api/subscriptions,201,true,,535,584,2,5,145,0,36
1762084952000,391,/api/subscriptions,200,true,,468,196,2,8,296,0,56
1762084952000,826,/api/subscriptions,200,true,,803,300,1,6,573,0,76
1762084953000,590,/api/subscriptions,200,true,,538,474,3,5,487,0,110
1762084953000,469,/api/subscriptions,200,true,,1100,556,8,12,256,0,55
1762084954000,644,/api/subscriptions,200,true,,1175,349,4,10,421,0,72
1762084954000,116,/api/subscriptions,200,true,,1413,436,9,17,91,0,20
1762084955000,465,/api/subscriptions,200,true,,751,575,4,13,403,0,32
1762084955000,104,/api/subscriptions,201,true,,623,248,3,11,63,0,12
1762084955000,994,/api/subscriptions,400,false,HTTP error,664,539,5,7,877,0,192
1762084956000,307,/api/subscriptions,200,true,,936,328,7,18,197,0,61
1762084956000,1244,/api/subscriptions,400,false,HTTP error,1240,187,3,5,658,0,146
1762084957000,285,/api/subscriptions,200,true,,452,509,1,12,148,0,48
1762084958000,908,/api/subscriptions,500,false,HTTP error,596,205,4,7,599,0,51
1762084959000,633,/api/subscriptions,200,true,,730,393,1,11,395,0,44
1762084960000,1351,/api/subscriptions,400,false,HTTP error,1090,682,5,20,911,0,81
1762084960000,487,/api/subscriptions,200,true,,994,665,2,11,375,0,45
1762084961000,336,/api/subscriptions,200,true,,1076,322,5,18,174,0,17
1762084962000,894,/api/subscriptions,404,false,HTTP error,1338,647,1,20,597,0,46
1762084962000,545,/api/subscriptions,200,true,,1470,572,7,6,454,0,77
1762084962000,1418,/api/subscriptions,400,false,HTTP error,1131,672,7,19,968,0,259
1762084963000,387,/api/subscriptions,200,true,,1167,699,3,18,318,0,57
1762084963000,250,/api/subscriptions,200,true,,826,490,7,10,138,0,44
1762084964000,1177,/api/subscriptions,400,false,HTTP error,736,690,10,16,973,0,110
1762084965000,248,/api/subscriptions,200,true,,1239,388,1,12,149,0,30
1762084966000,391,/api/subscriptions,201,true,,689,501,6,8,271,0,26
1762084966000,641,/api/subscriptions,200,true,,1314,208,7,18,441,0,125
1762084966000,820,/api/subscriptions,200,true,,1198,467,3,7,709,0,91
1762084967000,808,/api/subscriptions,200,true,,1332,505,4,17,623,0,105
1762084968000,386,/api/subscriptions,200,true,,735,528,2,13,202,0,29
1762084969000,1466,/api/subscriptions,500,false,HTTP error,1419,151,9,10,1179,0,137
1762084969000,230,/api/subscriptions,200,true,,820,414,5,16,171,0,40
1762084970000,829,/api/subscriptions,200,true,,593,382,1,12,633,0,157
1762084971000,1319,/api/subscriptions,400,false,HTTP error,625,403,5,11,991,0,186
1762084972000,895,/api/subscriptions,200,true,,1012,620,9,15,768,0,96
1762084972000,207,/api/subscriptions,200,true,,1382,171,3,5,179,0,21
1762084973000,741,/api/subscriptions,200,true,,1372,442,2,19,644,0,99
1762084974000,649,/api/subscriptions,200,true,,1058,207,4,7,515,0,53
1762084974000,1409,/api/subscriptions,400,false,HTTP error,1211,674,4,9,717,0,165
1762084974000,255,/api/subscriptions,200,true,,1173,438,7,18,218,0,15
1762084975000,1036,/api/subscriptions,400,false,HTTP error,1477,651,10,10,685,0,119
1762084975000,434,/api/subscriptions,200,true,,865,386,9,11,284,0,45
1762084976000,918,/api/subscriptions,404,false,HTTP error,670,152,1,15,540,0,55
1762084977000,786,/api/subscriptions,200,true,,786,563,4,12,645,0,71
1762084977000,579,/api/subscriptions,200,true,,649,491,3,7,505,0,103
1762084978000,733,/api/subscriptions,200,true,,756,622,9,8,426,0,143
1762084979000,353,/api/subscriptions,200,true,,447,340,6,8,274,0,60
1762084979000,471,/api/subscriptions,200,true,,1296,567,6,13,256,0,55
1762084979000,1462,/api/subscriptions,400,false,HTTP error,1083,292,1,16,1071,0,241
1762084980000,821,/api/subscriptions,200,true,,1354,549,5,8,527,0,163
1762084980000,210,/api/subscriptions,200,true,,1352,575,10,19,133,0,32
1762084981000,712,/api/subscriptions,201,true,,521,641,10,13,429,0,105
1762084981000,565,/api/subscriptions,200,true,,523,335,10,14,362,0,66
1762084981000,881,/api/subscriptions,200,true,,971,584,9,18,443,0,100
1762084982000,431,/api/subscriptions,200,true,,1309,198,5,20,219,0,58
1762084982000,756,/api/subscriptions,200,true,,1286,382,6,15,383,0,127
1762084982000,308,/api/subscriptions,200,true,,1331,685,2,16,240,0,21
1762084983000,1408,/api/subscriptions,404,false,HTTP error,1485,242,2,15,965,0,144
